season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt,demand_high
2,0,6,11,0,1,1,1,0.66,0.41,0.2985,159,1
2,0,6,12,0,1,1,1,0.66,0.41,0.2836,196,1
2,0,6,13,0,1,1,1,0.7,0.37,0.0896,227,1
2,0,6,14,0,1,1,1,0.7,0.34,0.2537,200,1
2,0,6,15,0,1,1,1,0.7,0.37,0.4478,185,1
2,0,6,16,0,1,1,1,0.7,0.37,0.4179,326,1
2,0,6,17,0,1,1,1,0.7,0.39,0.3284,601,1
2,0,6,18,0,1,1,1,0.7,0.37,0.3582,586,1
2,0,6,19,0,1,1,1,0.66,0.39,0.2836,423,1
2,0,6,20,0,1,1,1,0.64,0.44,0.2537,331,1
2,0,6,21,0,1,1,1,0.64,0.41,0.2537,218,1
2,0,6,22,0,1,1,1,0.62,0.46,0.2239,134,0
2,0,6,23,0,1,1,1,0.62,0.46,0.194,89,0
2,0,6,0,0,2,1,1,0.6,0.49,0.194,31,0
2,0,6,1,0,2,1,1,0.6,0.49,0.2537,13,0
2,0,6,2,0,2,1,1,0.6,0.49,0.2836,10,0
2,0,6,3,0,2,1,1,0.58,0.53,0.3284,2,0
2,0,6,4,0,2,1,1,0.54,0.6,0.2537,3,0
2,0,6,5,0,2,1,1,0.54,0.56,0.3284,26,0
2,0,6,6,0,2,1,1,0.54,0.56,0.2985,113,0
2,0,6,7,0,2,1,1,0.56,0.52,0.4179,365,1
2,0,6,8,0,2,1,1,0.58,0.49,0.3881,486,1
2,0,6,9,0,2,1,1,0.62,0.46,0.194,193,1
2,0,6,10,0,2,1,1,0.62,0.46,0.2239,130,0
2,0,6,11,0,2,1,1,0.64,0.41,0.2836,143,1
2,0,6,12,0,2,1,1,0.64,0.41,0.3582,169,1
2,0,6,13,0,2,1,1,0.64,0.44,0.2239,209,1
2,0,6,14,0,2,1,2,0.64,0.47,0.194,159,1
2,0,6,15,0,2,1,1,0.64,0.47,0.1642,178,1
2,0,6,16,0,2,1,1,0.68,0.41,0.194,330,1
2,0,6,17,0,2,1,3,0.64,0.5,0.2836,569,1
2,0,6,18,0,2,1,1,0.62,0.51,0.3284,538,1
2,0,6,19,0,2,1,1,0.64,0.5,0.3582,386,1
2,0,6,20,0,2,1,1,0.6,0.56,0.1642,297,1
2,0,6,21,0,2,1,1,0.6,0.56,0.2985,243,1
2,0,6,22,0,2,1,1,0.58,0.6,0.2239,188,1
2,0,6,23,0,2,1,1,0.56,0.68,0.2239,110,0
2,0,6,0,0,3,1,1,0.56,0.64,0.3582,52,0
2,0,6,1,0,3,1,1,0.54,0.64,0.2836,14,0
2,0,6,2,0,3,1,1,0.52,0.63,0.2239,9,0
2,0,6,3,0,3,1,1,0.5,0.68,0.2537,1,0
2,0,6,4,0,3,1,1,0.5,0.63,0.2836,4,0
2,0,6,5,0,3,1,1,0.48,0.67,0.2836,21,0
2,0,6,6,0,3,1,1,0.5,0.63,0.2537,121,0
2,0,6,7,0,3,1,1,0.54,0.6,0.1343,370,1
2,0,6,8,0,3,1,1,0.58,0.53,0.1343,498,1
2,0,6,9,0,3,1,1,0.6,0.49,0.0896,207,1
2,0,6,10,0,3,1,1,0.64,0.47,0.1642,135,0
2,0,6,11,0,3,1,1,0.68,0.36,0.0896,164,1
2,0,6,12,0,3,1,1,0.7,0.34,0.2239,211,1
2,0,6,13,0,3,1,1,0.74,0.28,0.2836,189,1
2,0,6,14,0,3,1,1,0.74,0.28,0.0896,178,1
2,0,6,15,0,3,1,1,0.76,0.27,0.0896,164,1
2,0,6,16,0,3,1,1,0.76,0.27,0.1343,312,1
2,0,6,17,0,3,1,1,0.74,0.28,0.1045,638,1
2,0,6,18,0,3,1,1,0.72,0.32,0.1343,607,1
2,0,6,19,0,3,1,1,0.7,0.37,0.2836,416,1
2,0,6,20,0,3,1,1,0.66,0.44,0.1642,330,1
2,0,6,21,0,3,1,1,0.64,0.47,0.2239,257,1
2,0,6,22,0,3,1,1,0.62,0.5,0.1045,175,1
2,0,6,23,0,3,1,1,0.62,0.53,0.0896,107,0
2,0,6,0,0,4,1,1,0.6,0.56,0.1045,47,0
2,0,6,1,0,4,1,1,0.58,0.6,0.0896,17,0
2,0,6,2,0,4,1,1,0.6,0.56,0.0896,5,0
2,0,6,3,0,4,1,2,0.56,0.73,0.0896,4,0
2,0,6,4,0,4,1,2,0.56,0.68,0.1045,6,0
2,0,6,5,0,4,1,1,0.6,0.64,0.194,25,0
2,0,6,6,0,4,1,3,0.58,0.73,0.1642,112,0
2,0,6,7,0,4,1,3,0.56,0.78,0.1642,188,1
2,0,6,8,0,4,1,2,0.6,0.69,0.1343,388,1
2,0,6,9,0,4,1,2,0.62,0.65,0.194,261,1
2,0,6,10,0,4,1,2,0.66,0.61,0.2537,121,0
2,0,6,11,0,4,1,2,0.68,0.61,0.2985,150,1
2,0,6,12,0,4,1,1,0.72,0.54,0.3881,206,1
2,0,6,13,0,4,1,2,0.72,0.54,0.2537,151,1
2,0,6,14,0,4,1,2,0.72,0.54,0.3284,153,1
2,0,6,15,0,4,1,2,0.7,0.61,0.2985,159,1
2,0,6,16,0,4,1,3,0.66,0.69,0.194,294,1
2,0,6,17,0,4,1,2,0.64,0.78,0.1045,272,1
2,0,6,18,0,4,1,1,0.64,0.83,0.2239,325,1
2,0,6,19,0,4,1,1,0.62,0.83,0.2836,327,1
2,0,6,20,0,4,1,1,0.62,0.83,0.3284,201,1
2,0,6,21,0,4,1,3,0.62,0.83,0.2537,188,1
2,0,6,22,0,4,1,3,0.62,0.83,0.2537,151,1
2,0,6,23,0,4,1,3,0.6,0.83,0.2537,16,0
2,0,6,0,0,5,1,1,0.56,0.88,0.0896,24,0
2,0,6,1,0,5,1,1,0.56,0.94,0.1343,23,0
2,0,6,2,0,5,1,1,0.56,0.94,0.1045,13,0
2,0,6,3,0,5,1,1,0.56,0.94,0.1045,6,0
2,0,6,4,0,5,1,1,0.54,0.94,0.1343,6,0
2,0,6,5,0,5,1,1,0.54,1.0,0.0896,13,0
2,0,6,6,0,5,1,1,0.56,0.94,0.0896,97,0
2,0,6,7,0,5,1,1,0.6,0.83,0.0896,250,1
2,0,6,8,0,5,1,2,0.6,0.83,0.0896,454,1
2,0,6,9,0,5,1,1,0.7,0.58,0.194,224,1
2,0,6,10,0,5,1,1,0.7,0.58,0.194,170,1
2,0,6,11,0,5,1,1,0.68,0.69,0.2537,181,1
2,0,6,12,0,5,1,1,0.7,0.65,0.2537,243,1
2,0,6,13,0,5,1,1,0.74,0.62,0.2836,204,1
2,0,6,14,0,5,1,1,0.76,0.52,0.194,215,1
2,0,6,15,0,5,1,1,0.78,0.43,0.2239,243,1
2,0,6,16,0,5,1,1,0.76,0.45,0.1642,355,1
2,0,6,17,0,5,1,3,0.76,0.4,0.194,552,1
2,0,6,18,0,5,1,3,0.76,0.4,0.194,450,1
2,0,6,19,0,5,1,3,0.64,0.83,0.2537,328,1
2,0,6,20,0,5,1,1,0.64,0.78,0.1045,232,1
2,0,6,21,0,5,1,1,0.64,0.78,0.0896,208,1
2,0,6,22,0,5,1,1,0.62,0.88,0.1343,175,1
2,0,6,23,0,5,1,1,0.62,0.83,0.1343,178,1
2,0,6,0,0,6,0,1,0.62,0.88,0.1343,104,0
2,0,6,1,0,6,0,1,0.62,0.83,0.1045,95,0
2,0,6,2,0,6,0,1,0.6,0.88,0.0896,53,0
2,0,6,3,0,6,0,1,0.6,0.88,0.0896,20,0
2,0,6,4,0,6,0,1,0.6,0.88,0.0896,5,0
2,0,6,5,0,6,0,1,0.62,0.83,0.0896,7,0
2,0,6,6,0,6,0,1,0.62,0.83,0.1045,27,0
2,0,6,7,0,6,0,1,0.64,0.78,0.1343,57,0
2,0,6,8,0,6,0,1,0.66,0.78,0.0896,131,0
2,0,6,9,0,6,0,1,0.7,0.61,0.2239,218,1
2,0,6,10,0,6,0,1,0.72,0.62,0.194,244,1
2,0,6,11,0,6,0,1,0.72,0.62,0.1343,404,1
2,0,6,12,0,6,0,1,0.74,0.66,0.0896,420,1
2,0,6,13,0,6,0,1,0.76,0.55,0.0896,327,1
2,0,6,14,0,6,0,2,0.8,0.46,0.2836,334,1
2,0,6,15,0,6,0,2,0.82,0.46,0.1343,367,1
2,0,6,16,0,6,0,2,0.76,0.52,0.2239,468,1
2,0,6,17,0,6,0,2,0.76,0.48,0.1642,449,1
2,0,6,18,0,6,0,2,0.74,0.55,0.194,381,1
2,0,6,19,0,6,0,2,0.74,0.51,0.1045,326,1
2,0,6,20,0,6,0,2,0.72,0.58,0.1343,188,1
2,0,6,21,0,6,0,2,0.72,0.66,0.1045,183,1
2,0,6,22,0,6,0,2,0.72,0.62,0.1343,161,1
2,0,6,23,0,6,0,2,0.72,0.62,0.0896,150,1
2,0,6,0,0,0,0,1,0.7,0.65,0.0896,89,0
2,0,6,1,0,0,0,2,0.7,0.65,0.0896,76,0
2,0,6,2,0,0,0,1,0.68,0.74,0.0896,72,0
2,0,6,3,0,0,0,2,0.66,0.78,0.1343,30,0
2,0,6,4,0,0,0,2,0.66,0.74,0.1343,17,0
2,0,6,5,0,0,0,2,0.66,0.78,0.0896,19,0
2,0,6,6,0,0,0,2,0.66,0.78,0.1642,33,0
2,0,6,7,0,0,0,2,0.66,0.78,0.1642,71,0
2,0,6,8,0,0,0,3,0.68,0.74,0.1045,84,0
2,0,6,9,0,0,0,2,0.68,0.74,0.1045,169,1
2,0,6,10,0,0,0,2,0.7,0.61,0.1045,244,1
2,0,6,11,0,0,0,2,0.72,0.58,0.0896,377,1
2,0,6,12,0,0,0,2,0.74,0.55,0.0896,396,1
2,0,6,13,0,0,0,2,0.74,0.51,0.0896,363,1
2,0,6,14,0,0,0,3,0.74,0.58,0.1045,317,1
2,0,6,15,0,0,0,2,0.74,0.55,0.1045,362,1
2,0,6,16,0,0,0,2,0.76,0.48,0.0896,378,1
2,0,6,17,0,0,0,1,0.74,0.51,0.0896,397,1
2,0,6,18,0,0,0,2,0.74,0.58,0.0896,296,1
2,0,6,19,0,0,0,1,0.72,0.62,0.1343,311,1
2,0,6,20,0,0,0,1,0.7,0.7,0.194,232,1
2,0,6,21,0,0,0,1,0.68,0.79,0.1343,167,1
2,0,6,22,0,0,0,1,0.66,0.78,0.2239,152,1
2,0,6,23,0,0,0,1,0.66,0.78,0.194,92,0
2,0,6,0,0,1,1,1,0.66,0.83,0.1642,26,0
2,0,6,1,0,1,1,1,0.64,0.89,0.0896,12,0
2,0,6,2,0,1,1,1,0.64,0.89,0.0896,2,0
2,0,6,3,0,1,1,3,0.64,0.89,0.0896,1,0
2,0,6,4,0,1,1,3,0.62,0.88,0.1642,3,0
2,0,6,5,0,1,1,3,0.62,0.83,0.1343,3,0
2,0,6,6,0,1,1,3,0.6,0.78,0.1343,26,0
2,0,6,7,0,1,1,3,0.56,0.88,0.194,46,0
2,0,6,8,0,1,1,3,0.56,0.83,0.194,221,1
2,0,6,9,0,1,1,2,0.6,0.78,0.2537,219,1
2,0,6,10,0,1,1,2,0.6,0.78,0.2537,91,0
2,0,6,11,0,1,1,2,0.6,0.78,0.1045,94,0
2,0,6,12,0,1,1,2,0.62,0.69,0.1045,162,1
2,0,6,13,0,1,1,1,0.64,0.65,0.1045,179,1
2,0,6,14,0,1,1,1,0.66,0.61,0.1045,175,1
2,0,6,15,0,1,1,1,0.66,0.61,0.1343,205,1
2,0,6,16,0,1,1,1,0.7,0.58,0.1642,299,1
2,0,6,17,0,1,1,1,0.7,0.54,0.0896,565,1
2,0,6,18,0,1,1,1,0.7,0.61,0.2537,538,1
2,0,6,19,0,1,1,1,0.66,0.65,0.2239,431,1
2,0,6,20,0,1,1,1,0.66,0.69,0.2239,316,1
2,0,6,21,0,1,1,1,0.64,0.73,0.1642,206,1
2,0,6,22,0,1,1,2,0.64,0.73,0.2239,130,0
2,0,6,23,0,1,1,1,0.62,0.78,0.2537,60,0
3,0,6,0,0,2,1,1,0.62,0.78,0.1642,33,0
3,0,6,1,0,2,1,3,0.62,0.78,0.1642,14,0
3,0,6,2,0,2,1,3,0.62,0.83,0.1642,6,0
3,0,6,3,0,2,1,3,0.62,0.83,0.1642,2,0
3,0,6,4,0,2,1,2,0.6,0.88,0.1045,9,0
3,0,6,5,0,2,1,2,0.6,0.88,0.1343,25,0
3,0,6,6,0,2,1,2,0.6,0.88,0.1343,115,0
3,0,6,7,0,2,1,2,0.6,0.94,0.0896,309,1
3,0,6,8,0,2,1,2,0.62,0.88,0.1045,401,1
3,0,6,9,0,2,1,2,0.62,0.88,0.2537,275,1
3,0,6,10,0,2,1,2,0.64,0.83,0.194,161,1
3,0,6,11,0,2,1,1,0.66,0.83,0.1642,171,1
3,0,6,12,0,2,1,1,0.7,0.74,0.1642,189,1
3,0,6,13,0,2,1,1,0.74,0.66,0.1642,207,1
3,0,6,14,0,2,1,1,0.76,0.62,0.2239,152,1
3,0,6,15,0,2,1,1,0.78,0.59,0.2537,170,1
3,0,6,16,0,2,1,1,0.8,0.59,0.2239,335,1
3,0,6,17,0,2,1,1,0.78,0.66,0.2239,572,1
3,0,6,18,0,2,1,2,0.76,0.7,0.2537,536,1
3,0,6,19,0,2,1,2,0.74,0.74,0.2239,425,1
3,0,6,20,0,2,1,3,0.74,0.7,0.2239,326,1
3,0,6,21,0,2,1,1,0.72,0.74,0.194,229,1
3,0,6,22,0,2,1,1,0.7,0.79,0.1045,109,0
3,0,6,23,0,2,1,1,0.7,0.74,0.1045,64,0
3,0,6,0,0,3,1,1,0.66,0.78,0.194,33,0
3,0,6,1,0,3,1,1,0.66,0.78,0.1343,21,0
3,0,6,2,0,3,1,1,0.66,0.78,0.0896,7,0
3,0,6,3,0,3,1,1,0.66,0.78,0.1343,7,0
3,0,6,4,0,3,1,1,0.64,0.83,0.0896,11,0
3,0,6,5,0,3,1,1,0.64,0.89,0.0896,23,0
3,0,6,6,0,3,1,1,0.66,0.83,0.0896,122,0
3,0,6,7,0,3,1,1,0.7,0.79,0.0896,311,1
3,0,6,8,0,3,1,1,0.72,0.74,0.1045,423,1
3,0,6,9,0,3,1,1,0.72,0.79,0.1642,219,1
3,0,6,10,0,3,1,1,0.74,0.7,0.2537,135,0
3,0,6,11,0,3,1,1,0.74,0.7,0.1642,145,1
3,0,6,12,0,3,1,2,0.8,0.59,0.2239,188,1
3,0,6,13,0,3,1,2,0.82,0.56,0.2537,147,1
3,0,6,14,0,3,1,2,0.82,0.52,0.2836,145,1
3,0,6,15,0,3,1,2,0.82,0.56,0.2836,146,1
3,0,6,16,0,3,1,2,0.82,0.59,0.3284,258,1
3,0,6,17,0,3,1,2,0.8,0.55,0.3881,529,1
3,0,6,18,0,3,1,2,0.8,0.59,0.2537,513,1
3,0,6,19,0,3,1,2,0.8,0.52,0.2537,342,1
3,0,6,20,0,3,1,1,0.74,0.74,0.1343,282,1
3,0,6,21,0,3,1,1,0.74,0.79,0.1642,247,1
3,0,6,22,0,3,1,2,0.72,0.79,0.194,148,1
3,0,6,23,0,3,1,2,0.72,0.79,0.2239,105,0
3,0,6,0,0,4,1,1,0.72,0.79,0.2239,49,0
3,0,6,1,0,4,1,1,0.72,0.74,0.2239,31,0
3,0,6,2,0,4,1,1,0.72,0.74,0.2239,4,0
3,0,6,3,0,4,1,2,0.72,0.74,0.1642,5,0
3,0,6,4,0,4,1,2,0.7,0.79,0.1343,7,0
3,0,6,5,0,4,1,1,0.72,0.74,0.1642,24,0
3,0,6,6,0,4,1,1,0.72,0.74,0.1642,100,0
3,0,6,7,0,4,1,2,0.72,0.74,0.1343,327,1
3,0,6,8,0,4,1,2,0.74,0.7,0.194,432,1
3,0,6,9,0,4,1,2,0.74,0.7,0.1343,227,1
3,0,6,10,0,4,1,2,0.76,0.66,0.1343,127,0
3,0,6,11,0,4,1,3,0.76,0.66,0.2537,136,0
3,0,6,12,0,4,1,2,0.76,0.66,0.2836,160,1
3,0,6,13,0,4,1,2,0.76,0.62,0.2836,186,1
3,0,6,14,0,4,1,2,0.76,0.66,0.2985,149,1
3,0,6,15,0,4,1,2,0.76,0.52,0.3582,189,1
3,0,6,16,0,4,1,2,0.74,0.62,0.2985,275,1
3,0,6,17,0,4,1,2,0.72,0.7,0.3582,569,1
3,0,6,18,0,4,1,1,0.72,0.7,0.4179,540,1
3,0,6,19,0,4,1,1,0.72,0.7,0.3582,400,1
3,0,6,20,0,4,1,1,0.7,0.74,0.2239,352,1
3,0,6,21,0,4,1,1,0.7,0.74,0.194,234,1
3,0,6,22,0,4,1,2,0.7,0.74,0.2239,162,1
3,0,6,23,0,4,1,1,0.7,0.74,0.2836,105,0
3,0,6,0,0,5,1,1,0.68,0.79,0.194,63,0
3,0,6,1,0,5,1,1,0.66,0.83,0.3284,28,0
3,0,6,2,0,5,1,1,0.66,0.83,0.3284,14,0
3,0,6,3,0,5,1,1,0.66,0.83,0.1642,5,0
3,0,6,4,0,5,1,1,0.66,0.83,0.0896,9,0
3,0,6,5,0,5,1,1,0.64,0.89,0.0896,20,0
3,0,6,6,0,5,1,1,0.66,0.83,0.1343,91,0
3,0,6,7,0,5,1,2,0.66,0.83,0.2239,268,1
3,0,6,8,0,5,1,1,0.7,0.74,0.2239,466,1
3,0,6,9,0,5,1,1,0.74,0.62,0.1343,231,1
3,0,6,10,0,5,1,1,0.8,0.43,0.2836,145,1
3,0,6,11,0,5,1,1,0.8,0.38,0.3284,203,1
3,0,6,12,0,5,1,1,0.8,0.41,0.2836,201,1
3,0,6,13,0,5,1,1,0.8,0.36,0.2239,221,1
3,0,6,14,0,5,1,1,0.78,0.43,0.2836,229,1
3,0,6,15,0,5,1,1,0.82,0.34,0.3881,216,1
3,0,6,16,0,5,1,1,0.8,0.33,0.4179,327,1
3,0,6,17,0,5,1,1,0.76,0.37,0.2537,557,1
3,0,6,18,0,5,1,1,0.76,0.37,0.2985,452,1
3,0,6,19,0,5,1,1,0.74,0.4,0.2239,385,1
3,0,6,20,0,5,1,1,0.72,0.45,0.1642,288,1
3,0,6,21,0,5,1,1,0.7,0.48,0.1343,233,1
3,0,6,22,0,5,1,1,0.7,0.48,0.0896,167,1
3,0,6,23,0,5,1,1,0.68,0.51,0.1343,172,1
3,0,6,0,0,6,0,1,0.68,0.47,0.1642,116,0
3,0,6,1,0,6,0,1,0.66,0.5,0.1642,95,0
3,0,6,2,0,6,0,2,0.66,0.5,0.194,59,0
3,0,6,3,0,6,0,1,0.64,0.57,0.194,39,0
3,0,6,4,0,6,0,1,0.64,0.57,0.194,11,0
3,0,6,5,0,6,0,1,0.62,0.61,0.1343,14,0
3,0,6,6,0,6,0,1,0.64,0.57,0.2239,29,0
3,0,6,7,0,6,0,1,0.64,0.57,0.2836,42,0
3,0,6,8,0,6,0,1,0.7,0.48,0.2537,112,0
3,0,6,9,0,6,0,1,0.72,0.45,0.2537,186,1
3,0,6,10,0,6,0,1,0.72,0.45,0.194,302,1
3,0,6,11,0,6,0,1,0.74,0.42,0.0896,331,1
3,0,6,12,0,6,0,1,0.74,0.4,0.2836,392,1
3,0,6,13,0,6,0,1,0.74,0.4,0.2836,371,1
3,0,6,14,0,6,0,1,0.74,0.45,0.2985,383,1
3,0,6,15,0,6,0,1,0.74,0.45,0.0896,392,1
3,0,6,16,0,6,0,1,0.76,0.43,0.2985,410,1
3,0,6,17,0,6,0,1,0.74,0.42,0.2239,399,1
3,0,6,18,0,6,0,1,0.72,0.45,0.2537,307,1
3,0,6,19,0,6,0,1,0.72,0.48,0.2836,375,1
3,0,6,20,0,6,0,1,0.7,0.48,0.194,269,1
3,0,6,21,0,6,0,1,0.68,0.51,0.1642,202,1
3,0,6,22,0,6,0,1,0.68,0.47,0.194,187,1
3,0,6,23,0,6,0,2,0.66,0.5,0.2985,179,1
3,0,6,0,0,0,0,1,0.64,0.53,0.0896,115,0
3,0,6,1,0,0,0,1,0.64,0.53,0.1045,90,0
3,0,6,2,0,0,0,1,0.62,0.57,0.1045,87,0
3,0,6,3,0,0,0,1,0.6,0.64,0.1045,34,0
3,0,6,4,0,0,0,1,0.6,0.64,0.0896,11,0
3,0,6,5,0,0,0,1,0.6,0.64,0.0896,12,0
3,0,6,6,0,0,0,1,0.6,0.64,0.0896,20,0
3,0,6,7,0,0,0,1,0.62,0.61,0.0896,51,0
3,0,6,8,0,0,0,1,0.64,0.61,0.194,107,0
3,0,6,9,0,0,0,1,0.66,0.54,0.0896,206,1
3,0,6,10,0,0,0,1,0.72,0.48,0.1045,332,1
3,0,6,11,0,0,0,1,0.72,0.45,0.1343,346,1
3,0,6,12,0,0,0,1,0.74,0.4,0.1642,443,1
3,0,6,13,0,0,0,1,0.74,0.4,0.0896,442,1
3,0,6,14,0,0,0,1,0.74,0.4,0.1343,443,1
3,0,6,15,0,0,0,1,0.74,0.4,0.0896,403,1
3,0,6,16,0,0,0,1,0.74,0.42,0.194,455,1
3,0,6,17,0,0,0,2,0.72,0.42,0.1642,421,1
3,0,6,18,0,0,0,2,0.72,0.45,0.2537,382,1
3,0,6,19,0,0,0,2,0.72,0.48,0.1343,317,1
3,0,6,20,0,0,0,2,0.7,0.48,0.1045,213,1
3,0,6,21,0,0,0,2,0.7,0.54,0.1045,183,1
3,0,6,22,0,0,0,1,0.7,0.51,0.0896,114,0
3,0,6,23,0,0,0,1,0.7,0.54,0.0896,78,0
3,0,6,0,0,1,1,3,0.64,0.73,0.2836,32,0
3,0,6,1,0,1,1,2,0.62,0.78,0.1343,15,0
3,0,6,2,0,1,1,3,0.62,0.78,0.1343,6,0
3,0,6,3,0,1,1,3,0.62,0.78,0.1343,2,0
3,0,6,4,0,1,1,2,0.6,0.83,0.1642,9,0
3,0,6,5,0,1,1,2,0.62,0.83,0.1642,22,0
3,0,6,6,0,1,1,2,0.62,0.78,0.1642,94,0
3,0,6,7,0,1,1,2,0.64,0.73,0.2239,261,1
3,0,6,8,0,1,1,1,0.66,0.74,0.194,447,1
3,0,6,9,0,1,1,2,0.72,0.54,0.0896,187,1
3,0,6,10,0,1,1,2,0.72,0.54,0.1343,150,1
3,0,6,11,0,1,1,2,0.7,0.58,0.0896,150,1
3,0,6,12,0,1,1,2,0.72,0.54,0.0896,170,1
3,0,6,13,0,1,1,2,0.72,0.58,0.2239,164,1
3,0,6,14,0,1,1,2,0.72,0.58,0.0896,158,1
3,0,6,15,0,1,1,2,0.74,0.55,0.0896,202,1
3,0,6,16,0,1,1,1,0.74,0.55,0.1045,275,1
3,0,6,17,0,1,1,1,0.74,0.55,0.1343,604,1
3,0,6,18,0,1,1,1,0.74,0.51,0.0896,591,1
3,0,6,19,0,1,1,1,0.72,0.62,0.194,396,1
3,0,6,20,0,1,1,1,0.7,0.65,0.1045,305,1
3,0,6,21,0,1,1,1,0.7,0.65,0.0896,242,1
3,0,6,22,0,1,1,1,0.68,0.69,0.0896,145,1
3,0,6,23,0,1,1,1,0.68,0.69,0.0896,81,0
3,0,6,0,0,2,1,2,0.66,0.78,0.1343,30,0
3,0,6,1,0,2,1,1,0.66,0.74,0.0896,13,0
3,0,6,2,0,2,1,2,0.66,0.74,0.0896,11,0
3,0,6,3,0,2,1,2,0.66,0.74,0.0896,2,0
3,0,6,4,0,2,1,1,0.66,0.74,0.0896,8,0
3,0,6,5,0,2,1,1,0.66,0.78,0.0896,21,0
3,0,6,6,0,2,1,1,0.66,0.83,0.1642,124,0
3,0,6,7,0,2,1,1,0.68,0.83,0.194,347,1
3,0,6,8,0,2,1,1,0.7,0.79,0.1642,456,1
3,0,6,9,0,2,1,1,0.74,0.7,0.0896,246,1
3,0,6,10,0,2,1,1,0.8,0.49,0.1642,157,1
3,0,6,11,0,2,1,1,0.82,0.46,0.0896,167,1
3,0,6,12,0,2,1,1,0.84,0.47,0.2239,202,1
3,0,6,13,0,2,1,1,0.84,0.44,0.0896,189,1
3,0,6,14,0,2,1,1,0.86,0.44,0.2239,160,1
3,0,6,15,0,2,1,1,0.86,0.41,0.0896,166,1
3,0,6,16,0,2,1,1,0.86,0.47,0.2836,261,1
3,0,6,17,0,2,1,3,0.82,0.56,0.2836,579,1
3,0,6,18,0,2,1,3,0.8,0.55,0.2985,504,1
3,0,6,19,0,2,1,2,0.74,0.58,0.4627,299,1
3,0,6,20,0,2,1,1,0.74,0.62,0.0896,296,1
3,0,6,21,0,2,1,1,0.74,0.66,0.2836,195,1
3,0,6,22,0,2,1,1,0.7,0.7,0.2985,134,0
3,0,6,23,0,2,1,1,0.7,0.7,0.2836,81,0
3,0,6,0,0,3,1,2,0.68,0.79,0.2836,36,0
3,0,6,1,0,3,1,1,0.68,0.79,0.2985,28,0
3,0,6,2,0,3,1,1,0.66,0.83,0.2239,16,0
3,0,6,3,0,3,1,2,0.66,0.83,0.1045,5,0
3,0,6,4,0,3,1,1,0.66,0.83,0.1045,5,0
3,0,6,5,0,3,1,1,0.64,0.83,0.194,22,0
3,0,6,6,0,3,1,1,0.66,0.69,0.2985,116,0
3,0,6,7,0,3,1,1,0.7,0.54,0.2239,336,1
3,0,6,8,0,3,1,1,0.7,0.48,0.2836,540,1
3,0,6,9,0,3,1,1,0.72,0.45,0.3881,221,1
3,0,6,10,0,3,1,1,0.74,0.42,0.2836,126,0
3,0,6,11,0,3,1,1,0.76,0.35,0.2239,170,1
3,0,6,12,0,3,1,1,0.76,0.35,0.2537,243,1
3,0,6,13,0,3,1,1,0.8,0.31,0.3284,231,1
3,0,6,14,0,3,1,1,0.8,0.31,0.194,188,1
3,0,6,15,0,3,1,1,0.82,0.3,0.1642,189,1
3,0,6,16,0,3,1,1,0.82,0.3,0.4179,328,1
3,0,6,17,0,3,1,1,0.82,0.26,0.4179,570,1
3,0,6,18,0,3,1,1,0.8,0.29,0.2985,588,1
3,0,6,19,0,3,1,1,0.76,0.35,0.3881,401,1
3,0,6,20,0,3,1,1,0.74,0.37,0.2985,333,1
3,0,6,21,0,3,1,1,0.72,0.39,0.2239,221,1
3,0,6,22,0,3,1,1,0.7,0.42,0.194,183,1
3,0,6,23,0,3,1,1,0.68,0.47,0.194,129,0
3,0,6,0,0,4,1,1,0.66,0.5,0.1642,54,0
3,0,6,1,0,4,1,1,0.64,0.53,0.1343,32,0
3,0,6,2,0,4,1,1,0.62,0.57,0.1343,8,0
3,0,6,3,0,4,1,1,0.6,0.6,0.1642,9,0
3,0,6,4,0,4,1,1,0.58,0.64,0.1343,6,0
3,0,6,5,0,4,1,1,0.58,0.64,0.2537,25,0
3,0,6,6,0,4,1,1,0.6,0.64,0.2537,123,0
3,0,6,7,0,4,1,1,0.62,0.61,0.2239,320,1
3,0,6,8,0,4,1,1,0.68,0.47,0.2239,555,1
3,0,6,9,0,4,1,1,0.7,0.42,0.2239,260,1
3,0,6,10,0,4,1,1,0.72,0.42,0.194,132,0
3,0,6,11,0,4,1,1,0.74,0.37,0.1343,169,1
3,0,6,12,0,4,1,1,0.76,0.35,0.1642,233,1
3,0,6,13,0,4,1,1,0.76,0.33,0.194,232,1
3,0,6,14,0,4,1,1,0.78,0.31,0.194,163,1
3,0,6,15,0,4,1,1,0.78,0.25,0.2537,240,1
3,0,6,16,0,4,1,1,0.8,0.26,0.1343,323,1
3,0,6,17,0,4,1,1,0.78,0.27,0.3582,594,1
3,0,6,18,0,4,1,1,0.76,0.29,0.2537,586,1
3,0,6,19,0,4,1,1,0.74,0.33,0.194,455,1
3,0,6,20,0,4,1,1,0.74,0.33,0.194,340,1
3,0,6,21,0,4,1,1,0.72,0.37,0.1045,323,1
3,0,6,22,0,4,1,1,0.7,0.42,0.1642,207,1
3,0,6,23,0,4,1,1,0.66,0.5,0.0896,126,0
3,0,7,0,0,5,1,1,0.66,0.5,0.0896,68,0
3,0,7,1,0,5,1,1,0.66,0.5,0.0896,31,0
3,0,7,2,0,5,1,1,0.62,0.69,0.0896,13,0
